ensemble_size,property_diversity_level,encoding_method,classification_problem,auc,euc,diversity_score,property_diversity
1,0.4,mixed_novel_orthonormal,HLA-binding,0.7389200101984285,0.26107998980157154,0.9110387034776899,0.15829350720399216
1,0.4,diverse_properties,HIV-protease,0.8164363181348958,0.1835636818651042,0.9568490961933105,0.05871998796222133
1,0.4,diverse_properties,T-cell-epitopes,0.7391001507615662,0.2608998492384338,0.927402074173907,0.3485316269065054
1,0.4,diverse_properties,HLA-binding,0.7857511518606345,0.2142488481393655,0.2936027807083097,0.8990853111325539
1,0.4,similar_properties,HIV-protease,0.7908320870729812,0.20916791292701875,0.3010123482957021,0.6340240307315194
1,0.4,similar_properties,T-cell-epitopes,0.8411017896184375,0.1588982103815625,0.6776339587713072,0.8974267179357232
1,0.4,similar_properties,HLA-binding,0.7127774527013178,0.28722254729868224,0.901686432025903,0.45021665940885236
1,0.6000000000000001,novel_only,HIV-protease,0.874673731424232,0.125326268575768,0.7121162708470805,0.38082638659299417
1,0.6000000000000001,novel_only,T-cell-epitopes,0.8148820884092693,0.18511791159073065,0.16963023285837708,0.5760892116783547
1,0.6000000000000001,novel_only,HLA-binding,0.897300309453884,0.10269969054611605,0.32238751618298045,0.8477534907670929
1,0.6000000000000001,orthonormal_only,HIV-protease,0.8457342981223432,0.15426570187765676,0.9233703040366884,0.21755490513516718
1,0.6000000000000001,orthonormal_only,T-cell-epitopes,0.7515988268095097,0.24840117319049027,0.6397895893157984,0.23777367205409394
1,0.6000000000000001,orthonormal_only,HLA-binding,0.8478549089714335,0.15214509102856655,0.10989756037416687,0.003136540042047553
1,0.6000000000000001,mixed_novel_orthonormal,HIV-protease,0.7619817031806602,0.23801829681933984,0.4492383597201315,0.0633141574473377
1,0.6000000000000001,mixed_novel_orthonormal,T-cell-epitopes,0.792663291162393,0.20733670883760702,0.4005920900282378,0.3160607834133802
1,0.6000000000000001,mixed_novel_orthonormal,HLA-binding,0.702533847340934,0.29746615265906595,0.9920222152343154,0.8717501052514899
1,0.6000000000000001,diverse_properties,HIV-protease,0.7283825216194433,0.2716174783805567,0.5091288566445514,0.3830830891652073
1,0.6000000000000001,diverse_properties,T-cell-epitopes,0.8779026999777573,0.12209730002224273,0.5003352601499316,0.16539292806148287
1,0.6000000000000001,diverse_properties,HLA-binding,0.7208261479163028,0.27917385208369716,0.6479980697006287,0.9109783103818379
1,0.6000000000000001,similar_properties,HIV-protease,0.7164520441624693,0.2835479558375307,0.7059020861453424,0.3134255891060116
1,0.6000000000000001,similar_properties,T-cell-epitopes,0.7147848056618846,0.2852151943381154,0.6008767004713096,0.2162620936876306
1,0.6000000000000001,similar_properties,HLA-binding,0.8070433953250006,0.19295660467499942,0.36981051194547954,0.18217608474414693
1,0.8,novel_only,HIV-protease,0.8505074229101954,0.14949257708980457,0.6872618503599252,0.3418348077986342
1,0.8,novel_only,T-cell-epitopes,0.89202640760024,0.10797359239976001,0.23293692102037633,0.5954225334684005
1,0.8,novel_only,HLA-binding,0.8121278986539999,0.18787210134600008,0.394956167381434,0.9269924694906104
1,0.8,orthonormal_only,HIV-protease,0.8961317875899782,0.10386821241002175,0.41337884751615916,0.23807146598853746
1,0.8,orthonormal_only,T-cell-epitopes,0.7500790713682818,0.24992092863171822,0.31650257224319567,0.0733309400351626
1,0.8,orthonormal_only,HLA-binding,0.819897333856943,0.18010266614305703,0.030362221289461644,0.37012077919965847
1,0.8,mixed_novel_orthonormal,HIV-protease,0.8753272628292422,0.12467273717075777,0.40003299591683794,0.264518814568512
1,0.8,mixed_novel_orthonormal,T-cell-epitopes,0.7908466722919549,0.20915332770804507,0.08229709454077727,0.7662576264749332
1,0.8,mixed_novel_orthonormal,HLA-binding,0.7243338307741171,0.27566616922588294,0.9389823678414783,0.21023805276128105
1,0.8,diverse_properties,HIV-protease,0.7656805562444339,0.23431944375556613,0.5467944438612953,0.9961024270618083
1,0.8,diverse_properties,T-cell-epitopes,0.7972951415858176,0.2027048584141824,0.5358006621927768,0.6076972767080082
1,0.8,diverse_properties,HLA-binding,0.8236975750325882,0.17630242496741177,0.3854643717902505,0.29821103854981035
1,0.8,similar_properties,HIV-protease,0.7947243735037135,0.2052756264962865,0.7659532611169022,0.06255063901238378
1,0.8,similar_properties,T-cell-epitopes,0.7872850482339743,0.21271495176602573,0.877962178023198,0.8023274567089321
1,0.8,similar_properties,HLA-binding,0.8125233454987489,0.18747665450125106,0.2505938652558739,0.28113291660555595
1,1.0,novel_only,HIV-protease,0.8251976121288079,0.17480238787119207,0.16565304897653466,0.7986461031229202
1,1.0,novel_only,T-cell-epitopes,0.7920136835339744,0.2079863164660256,0.026934067260007355,0.266819835715811
1,1.0,novel_only,HLA-binding,0.7142724264446413,0.2857275735553587,0.03874221909397735,0.6782700572103092
1,1.0,orthonormal_only,HIV-protease,0.8778648314910291,0.12213516850897088,0.4365657084248261,0.5876560851873026
1,1.0,orthonormal_only,T-cell-epitopes,0.8069343475590279,0.19306565244097207,0.1827833385854607,0.575175520077996
1,1.0,orthonormal_only,HLA-binding,0.897692247681593,0.10230775231840705,0.6999754687112637,0.09770152230132467
1,1.0,mixed_novel_orthonormal,HIV-protease,0.8929876133933288,0.10701238660667123,0.558592524472317,0.34407059788351924
1,1.0,mixed_novel_orthonormal,T-cell-epitopes,0.756100432224364,0.24389956777563604,0.24414228806950922,0.7515066772255853
1,1.0,mixed_novel_orthonormal,HLA-binding,0.7160565061378356,0.28394349386216444,0.5951607506530371,0.039792774294541755
1,1.0,diverse_properties,HIV-protease,0.8926510712115465,0.10734892878845348,0.07771879365338641,0.4988367856151541
1,1.0,diverse_properties,T-cell-epitopes,0.7349705447607633,0.2650294552392367,0.9781570583307037,0.5904848724774993
1,1.0,diverse_properties,HLA-binding,0.7392739009143151,0.2607260990856849,0.47578905303754704,0.608871848142209
1,1.0,similar_properties,HIV-protease,0.8008967556772365,0.1991032443227635,0.43807172052561716,0.8584448249547367
1,1.0,similar_properties,T-cell-epitopes,0.7642330877904179,0.23576691220958212,0.5679194270877692,0.9096108604873393
1,1.0,similar_properties,HLA-binding,0.8695185320272942,0.13048146797270577,0.9198961191172151,0.14728775681639084
2,0.0,novel_only,HIV-protease,0.727931896489832,0.27206810351016797,0.9607299240890251,0.21314466200698645
2,0.0,novel_only,T-cell-epitopes,0.8411672407700768,0.15883275922992324,0.753149278197014,0.6278308211139288
2,0.0,novel_only,HLA-binding,0.8400450542236244,0.1599549457763756,0.16434366403687017,0.6597432985187596
2,0.0,orthonormal_only,HIV-protease,0.838630131255276,0.16136986874472403,0.49373091599292784,0.9656519547633685
2,0.0,orthonormal_only,T-cell-epitopes,0.721818592361972,0.278181407638028,0.914360388649429,0.7734915685536927
2,0.0,orthonormal_only,HLA-binding,0.8801605940717968,0.11983940592820319,0.6086515748837448,0.9926514533874022
2,0.0,mixed_novel_orthonormal,HIV-protease,0.832360152932144,0.16763984706785595,0.8933610782859136,0.6685489014034383
2,0.0,mixed_novel_orthonormal,T-cell-epitopes,0.7735316167447217,0.2264683832552783,0.2134519033680191,0.8112057086073119
2,0.0,mixed_novel_orthonormal,HLA-binding,0.8192251699348568,0.18077483006514317,0.21972091124679827,0.06356951437453173
2,0.0,diverse_properties,HIV-protease,0.7533941335404696,0.24660586645953042,0.9275130269720685,0.2644431206404543
2,0.0,diverse_properties,T-cell-epitopes,0.775334940623633,0.22466505937636705,0.23341933128756476,0.7927645983398725
2,0.0,diverse_properties,HLA-binding,0.8417816179639961,0.1582183820360039,0.3860000809719276,0.42176186834510676
2,0.0,similar_properties,HIV-protease,0.8471184132706692,0.15288158672933083,0.18510096342928573,0.6124017565979851
2,0.0,similar_properties,T-cell-epitopes,0.705238815572306,0.29476118442769395,0.879809934014188,0.8969892219834378
2,0.0,similar_properties,HLA-binding,0.709846881571305,0.29015311842869496,0.2530988330956305,0.5835722132646193
2,0.2,novel_only,HIV-protease,0.7141032370820173,0.2858967629179827,0.7647543823845434,0.6128795036358469
2,0.2,novel_only,T-cell-epitopes,0.7297385282820935,0.2702614717179065,0.8590175645789337,0.9207697007905192
2,0.2,novel_only,HLA-binding,0.730912386875658,0.26908761312434204,0.09605201394745211,0.0035942085145894698
2,0.2,orthonormal_only,HIV-protease,0.8595621346836476,0.14043786531635238,0.4244226585293397,0.9052470698489666
2,0.2,orthonormal_only,T-cell-epitopes,0.8333544649220249,0.16664553507797508,0.7578472381446268,0.8268536201791459
2,0.2,orthonormal_only,HLA-binding,0.803551785062326,0.19644821493767395,0.4322026870327258,0.7058796495519575
2,0.2,mixed_novel_orthonormal,HIV-protease,0.8563233742364144,0.14367662576358564,0.9446964251707884,0.011924636202788719
2,0.2,mixed_novel_orthonormal,T-cell-epitopes,0.7121487886631207,0.2878512113368793,0.5316445794984783,0.020902864525950027
2,0.2,mixed_novel_orthonormal,HLA-binding,0.8695876418509795,0.13041235814902052,0.3683596311742018,0.5616707357997939
2,0.2,diverse_properties,HIV-protease,0.8627051822138854,0.13729481778611463,0.09479765382800198,0.295809291030543
2,0.2,diverse_properties,T-cell-epitopes,0.8309905664149184,0.16900943358508158,0.154160098245406,0.6064770217397036
2,0.2,diverse_properties,HLA-binding,0.7645476180071944,0.2354523819928056,0.08202038325036198,0.19903685918000646
2,0.2,similar_properties,HIV-protease,0.7082860196557631,0.2917139803442369,0.9784392220841119,0.6013110284576599
2,0.2,similar_properties,T-cell-epitopes,0.7944804613599264,0.20551953864007355,0.9925953673570944,0.9264974747189685
2,0.2,similar_properties,HLA-binding,0.7740434852302519,0.2259565147697481,0.6899916287026573,0.8359307957698694
2,0.4,novel_only,HIV-protease,0.8643742745779713,0.13562572542202866,0.5155013618068134,0.391231127255638
2,0.4,novel_only,T-cell-epitopes,0.774071360741204,0.22592863925879603,0.30189994374227436,0.4719165842698949
2,0.4,novel_only,HLA-binding,0.8461660217072872,0.15383397829271284,0.3753482794765728,0.20740320069973428
2,0.4,orthonormal_only,HIV-protease,0.821668874753531,0.178331125246469,0.7781820445243323,0.17894227223250248
2,0.4,orthonormal_only,T-cell-epitopes,0.7385330673570919,0.2614669326429081,0.5884631862513655,0.2611698532691552
2,0.4,orthonormal_only,HLA-binding,0.7977033671982825,0.2022966328017175,0.1560955238493773,0.8324983989529263
2,0.4,mixed_novel_orthonormal,HIV-protease,0.7069338133294645,0.2930661866705355,0.6711637575911119,0.40155631742669573
2,0.4,mixed_novel_orthonormal,T-cell-epitopes,0.7150988782692402,0.28490112173075977,0.8446342654305079,0.78345590346371
2,0.4,mixed_novel_orthonormal,HLA-binding,0.7374757205947503,0.2625242794052497,0.8054662621993719,0.7287079532305788
2,0.4,diverse_properties,HIV-protease,0.8671275919082297,0.13287240809177026,0.3769794552725918,0.43335749054158257
2,0.4,diverse_properties,T-cell-epitopes,0.8058460567128294,0.19415394328717062,0.6434179848572281,0.4985334734159672
2,0.4,diverse_properties,HLA-binding,0.83674889200188,0.16325110799812004,0.749151457332343,0.5180152121842856
2,0.4,similar_properties,HIV-protease,0.757061508466217,0.242938491533783,0.716248917829681,0.8081372007382511
2,0.4,similar_properties,T-cell-epitopes,0.8873470096318576,0.11265299036814236,0.8718099031537283,0.6729251979392962
2,0.4,similar_properties,HLA-binding,0.7186241426745132,0.28137585732548676,0.7840759012975853,0.45083753713748886
2,0.6000000000000001,novel_only,HIV-protease,0.7381658882302855,0.2618341117697145,0.8876219352074807,0.34640805620416204
2,0.6000000000000001,novel_only,T-cell-epitopes,0.8832171803314384,0.11678281966856163,0.9736980028274682,0.42725709700030323
2,0.6000000000000001,novel_only,HLA-binding,0.7038357979669723,0.29616420203302773,0.5382107923645812,0.5025315258422348
2,0.6000000000000001,orthonormal_only,HIV-protease,0.7693735320171589,0.23062646798284114,0.3743109483549458,0.17886555243474578
2,0.6000000000000001,orthonormal_only,T-cell-epitopes,0.7675211973032944,0.23247880269670562,0.7401935196488131,0.1599124978357046
2,0.6000000000000001,orthonormal_only,HLA-binding,0.7589468068997864,0.24105319310021356,0.23282898828026266,0.43296048611262405
2,0.6000000000000001,mixed_novel_orthonormal,HIV-protease,0.7788625376721086,0.22113746232789144,0.9564137124350245,0.5189595128899018
2,0.6000000000000001,mixed_novel_orthonormal,T-cell-epitopes,0.7542799662941819,0.24572003370581808,0.3776256193702817,0.2843590852330785
2,0.6000000000000001,mixed_novel_orthonormal,HLA-binding,0.7933379072756691,0.2066620927243309,0.8326008063001498,0.45297937120487364
2,0.6000000000000001,diverse_properties,HIV-protease,0.7489894994238265,0.25101050057617347,0.0890592974734572,0.27295262398457243
2,0.6000000000000001,diverse_properties,T-cell-epitopes,0.7612924110978669,0.23870758890213306,0.22220437699730333,0.5920636419939946
2,0.6000000000000001,diverse_properties,HLA-binding,0.8227587274633954,0.1772412725366046,0.5397774531493018,0.5129467355568628
2,0.6000000000000001,similar_properties,HIV-protease,0.7179484783394454,0.2820515216605546,0.26941890206177066,0.9009823541014961
2,0.6000000000000001,similar_properties,T-cell-epitopes,0.8197721744873862,0.18022782551261385,0.16386696241180387,0.13336926870625188
2,0.6000000000000001,similar_properties,HLA-binding,0.732619689971321,0.267380310028679,0.34844552678779483,0.8993470636577864
2,0.8,novel_only,HIV-protease,0.7507647072034896,0.24923529279651035,0.7700127228004916,0.7921930426715639
2,0.8,novel_only,T-cell-epitopes,0.8196865951753607,0.1803134048246393,0.49599639434133347,0.8880449084198276
2,0.8,novel_only,HLA-binding,0.7992146679526454,0.2007853320473546,0.9523535915955034,0.7334186889845042
2,0.8,orthonormal_only,HIV-protease,0.7698182860065449,0.2301817139934551,0.8387410768368931,0.9401529108079294
2,0.8,orthonormal_only,T-cell-epitopes,0.8181430808034661,0.1818569191965339,0.8563638243128997,0.21302173241175293
2,0.8,orthonormal_only,HLA-binding,0.8756413424936167,0.12435865750638331,0.28813703109953415,0.12788048678294173
2,0.8,mixed_novel_orthonormal,HIV-protease,0.753100520281584,0.24689947971841597,0.26067405731768334,0.5497064645551633
2,0.8,mixed_novel_orthonormal,T-cell-epitopes,0.7639135679703393,0.23608643202966073,0.9804593990746865,0.6988675287900928
2,0.8,mixed_novel_orthonormal,HLA-binding,0.8700510315356533,0.12994896846434667,0.5469832473976424,0.9079907422415298
2,0.8,diverse_properties,HIV-protease,0.8383602584758217,0.16163974152417826,0.08689889111465288,0.34264078207499526
2,0.8,diverse_properties,T-cell-epitopes,0.8456625997802211,0.15433740021977893,0.135692287799431,0.11241507218755831
2,0.8,diverse_properties,HLA-binding,0.8306262804937201,0.16937371950627989,0.7437237216805325,0.15781088243733565
2,0.8,similar_properties,HIV-protease,0.8536097478866184,0.14639025211338164,0.4760457792367151,0.6051533744475049
2,0.8,similar_properties,T-cell-epitopes,0.8880840338976577,0.11191596610234233,0.9591978826083698,0.2191097774855627
2,0.8,similar_properties,HLA-binding,0.7451957733514564,0.25480422664854363,0.15064199356605268,0.02468409749640954
2,1.0,novel_only,HIV-protease,0.8486079095625286,0.15139209043747137,0.03373263333964294,0.21627483968686712
2,1.0,novel_only,T-cell-epitopes,0.8585459699529224,0.14145403004707757,0.06280572330675671,0.7386922016268405
2,1.0,novel_only,HLA-binding,0.8036020603373363,0.19639793966266372,0.9951570976363872,0.6922381959290639
2,1.0,orthonormal_only,HIV-protease,0.8102630942036483,0.18973690579635172,0.911033785136202,0.3052162712220564
2,1.0,orthonormal_only,T-cell-epitopes,0.7091509467924538,0.29084905320754617,0.25113417928071213,0.14005453659199307
2,1.0,orthonormal_only,HLA-binding,0.7312578657676244,0.2687421342323756,0.9813218443653462,0.2070813723707523
2,1.0,mixed_novel_orthonormal,HIV-protease,0.76883592776069,0.23116407223931001,0.6932740718595344,0.5521157317017493
2,1.0,mixed_novel_orthonormal,T-cell-epitopes,0.8398508841435529,0.1601491158564471,0.9807163310348334,0.4270463437088129
2,1.0,mixed_novel_orthonormal,HLA-binding,0.8671965384989659,0.13280346150103406,0.9290333437490308,0.33409727373916154
2,1.0,diverse_properties,HIV-protease,0.8367717070883564,0.16322829291164365,0.22285808798501394,0.8594254328860516
2,1.0,diverse_properties,T-cell-epitopes,0.8647278619552621,0.13527213804473792,0.004911430440185716,0.5766779945633852
2,1.0,diverse_properties,HLA-binding,0.7074206877585066,0.29257931224149336,0.26736870056571305,0.949659185761776
2,1.0,similar_properties,HIV-protease,0.7285544779464084,0.2714455220535916,0.8088322246993201,0.6908440277575497
2,1.0,similar_properties,T-cell-epitopes,0.8635478014963963,0.13645219850360368,0.8841487262806569,0.5714607659546066
2,1.0,similar_properties,HLA-binding,0.7036356146839284,0.29636438531607157,0.04904751579296507,0.9614294870118306
3,0.0,novel_only,HIV-protease,0.8044558039068777,0.19554419609312235,0.4380906948351113,0.6185891261667186
3,0.0,novel_only,T-cell-epitopes,0.7804078003428506,0.21959219965714938,0.18531536357887157,0.22084416436494403
3,0.0,novel_only,HLA-binding,0.7750318732490353,0.22496812675096467,0.629334306803852,0.8801091963257758
3,0.0,orthonormal_only,HIV-protease,0.7635369373743781,0.2364630626256219,0.7763782181179464,0.8953016165972458
3,0.0,orthonormal_only,T-cell-epitopes,0.7855715398213472,0.2144284601786528,0.12598423797470448,0.02432080469189757
3,0.0,orthonormal_only,HLA-binding,0.7164683675048156,0.2835316324951844,0.10026582249744131,0.605430130845944
3,0.0,mixed_novel_orthonormal,HIV-protease,0.8137195363448428,0.18628046365515716,0.3236402260977973,0.5509995354907122
3,0.0,mixed_novel_orthonormal,T-cell-epitopes,0.8151021590782722,0.18489784092172779,0.5761704194093131,0.973553083675875
3,0.0,mixed_novel_orthonormal,HLA-binding,0.8129488568411933,0.18705114315880667,0.050659475541161236,0.4582357646271168
3,0.0,diverse_properties,HIV-protease,0.8028517001120907,0.19714829988790927,0.5227137678933308,0.4950651283507498
3,0.0,diverse_properties,T-cell-epitopes,0.8540597058252964,0.14594029417470356,0.4966951041928708,0.6847114551393677
3,0.0,diverse_properties,HLA-binding,0.7262143884540437,0.27378561154595626,0.8235057412147538,0.4676274978141386
3,0.0,similar_properties,HIV-protease,0.846352496624965,0.15364750337503497,0.3173381522755343,0.029759501115522613
3,0.0,similar_properties,T-cell-epitopes,0.8313690529494374,0.16863094705056259,0.23712629818216802,0.9645597951024248
3,0.0,similar_properties,HLA-binding,0.7701369077104407,0.22986309228955926,0.5225849474201619,0.6167927600029709
3,0.2,novel_only,HIV-protease,0.8804064395058875,0.11959356049411252,0.4698363562868536,0.7742672455044306
3,0.2,novel_only,T-cell-epitopes,0.7168226282345,0.28317737176549995,0.6887030640874717,0.14130669012806585
3,0.2,novel_only,HLA-binding,0.803202239039369,0.19679776096063095,0.7134020482663919,0.38092369790257496
3,0.2,orthonormal_only,HIV-protease,0.8251582138125311,0.17484178618746893,0.26123078459532345,0.0159594689250111
3,0.2,orthonormal_only,T-cell-epitopes,0.7582622216400992,0.24173777835990085,0.024063842630231758,0.48767845804374765
3,0.2,orthonormal_only,HLA-binding,0.8456432841235584,0.15435671587644162,0.04856183711105089,0.9651945353948715
3,0.2,mixed_novel_orthonormal,HIV-protease,0.7656944753801348,0.2343055246198652,0.8198641777853255,0.8963789048998407
3,0.2,mixed_novel_orthonormal,T-cell-epitopes,0.7367985346367488,0.2632014653632512,0.9044353052204315,0.4280404909857797
3,0.2,mixed_novel_orthonormal,HLA-binding,0.7857236960457695,0.21427630395423047,0.667934021792138,0.6741076137799924
3,0.2,diverse_properties,HIV-protease,0.7009421325827008,0.29905786741729923,0.825977711314032,0.4065351212157502
3,0.2,diverse_properties,T-cell-epitopes,0.8924784540917715,0.10752154590822849,0.32472080523899793,0.46301527025529465
3,0.2,diverse_properties,HLA-binding,0.8311647972003479,0.16883520279965214,0.32470721028087257,0.16314614006896921
3,0.2,similar_properties,HIV-protease,0.8437865384931602,0.1562134615068398,0.24941866059031492,0.038732521670519104
3,0.2,similar_properties,T-cell-epitopes,0.8074011887867983,0.19259881121320166,0.12511483606815477,0.17030168508664678
3,0.2,similar_properties,HLA-binding,0.8959108250235728,0.10408917497642722,0.9220318966076342,0.843948193168034
3,0.4,novel_only,HIV-protease,0.7410477723094127,0.25895222769058734,0.8182199750184604,0.08234302282189598
3,0.4,novel_only,T-cell-epitopes,0.8693905631487695,0.1306094368512305,0.8469501090140429,0.8472293816649882
3,0.4,novel_only,HLA-binding,0.8664055029036948,0.13359449709630522,0.048153041100448046,0.3985400084231442
3,0.4,orthonormal_only,HIV-protease,0.71461171401941,0.28538828598058996,0.17830121813492017,0.1925665523262564
3,0.4,orthonormal_only,T-cell-epitopes,0.7853954503956437,0.21460454960435627,0.6972284714487866,0.3616776452782964
3,0.4,orthonormal_only,HLA-binding,0.8900337590251168,0.10996624097488317,0.7123305297482626,0.6041109336545407
3,0.4,mixed_novel_orthonormal,HIV-protease,0.8635258294718609,0.13647417052813915,0.31224512355114675,0.2326633129390221
3,0.4,mixed_novel_orthonormal,T-cell-epitopes,0.7709365385868335,0.22906346141316647,0.8191902429559712,0.28000923252590426
3,0.4,mixed_novel_orthonormal,HLA-binding,0.7450879578335179,0.2549120421664821,0.5510966080311047,0.3149045686856551
3,0.4,diverse_properties,HIV-protease,0.8954038754220512,0.10459612457794876,0.7121341866436974,0.12353475515463774
3,0.4,diverse_properties,T-cell-epitopes,0.8495278965919001,0.1504721034080999,0.8890354312411384,0.16837644200179658
3,0.4,diverse_properties,HLA-binding,0.7587545963891168,0.2412454036108832,0.7199465883743413,0.8456894280043441
3,0.4,similar_properties,HIV-protease,0.8986713792411534,0.10132862075884663,0.42841412300266446,0.9535992114108384
3,0.4,similar_properties,T-cell-epitopes,0.8594538205202208,0.1405461794797792,0.34549624497031184,0.0928233902800254
3,0.4,similar_properties,HLA-binding,0.819422784429063,0.18057721557093698,0.6209634576136611,6.624818137546118e-05
3,0.6000000000000001,novel_only,HIV-protease,0.7341263935549724,0.26587360644502755,0.32029833558691645,0.1268566848223006
3,0.6000000000000001,novel_only,T-cell-epitopes,0.8224099229545537,0.17759007704544627,0.5223342249890326,0.23404961155398407
3,0.6000000000000001,novel_only,HLA-binding,0.8869863811260178,0.1130136188739822,0.621320968524506,0.09550961313227457
3,0.6000000000000001,orthonormal_only,HIV-protease,0.7378347814873966,0.26216521851260344,0.8107862237249845,0.43971307285481986
3,0.6000000000000001,orthonormal_only,T-cell-epitopes,0.8271756570900387,0.1728243429099613,0.30630287410340873,0.7944496318803017
3,0.6000000000000001,orthonormal_only,HLA-binding,0.8075675056104981,0.19243249438950194,0.8839531975974788,0.6492861798596399
3,0.6000000000000001,mixed_novel_orthonormal,HIV-protease,0.7723395322126408,0.22766046778735916,0.3585558181771413,0.6022821568418032
3,0.6000000000000001,mixed_novel_orthonormal,T-cell-epitopes,0.8565147262745404,0.1434852737254596,0.8168573606105107,0.9993541854831614
3,0.6000000000000001,mixed_novel_orthonormal,HLA-binding,0.8218155569473226,0.17818444305267744,0.6408294203356986,0.9528916300635074
3,0.6000000000000001,diverse_properties,HIV-protease,0.8387075791075418,0.1612924208924582,0.834157248778374,0.19866177658298112
3,0.6000000000000001,diverse_properties,T-cell-epitopes,0.7365630893567808,0.26343691064321917,0.07241268901779185,0.7808645879441727
3,0.6000000000000001,diverse_properties,HLA-binding,0.8391598341553289,0.1608401658446711,0.29656501131438595,0.8911527373054541
3,0.6000000000000001,similar_properties,HIV-protease,0.7650457928043913,0.23495420719560867,0.1621820206649861,0.01508950642929996
